"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd_pledged_real","usd_goal_real","usd_pledged","status","euros_pledged","euros_goal","proyect_length"
"54587",1277765145,"GoCards - Exercise Playing Cards","Playing Cards","Games","CAD",2017-09-11,1000,2017-07-13,4180,162,"CA",3444.01,823.93,3444.01,"1",2800.008,813.01,60
"325254",726541134,"Kickstarter Gold: ""Supra"" Beyond the Otherworlds. An Oracle.","Design","Design","USD",2017-07-14,20000,2017-06-20,67272.35,969,"US",67272.35,20000,67272.35,"1",54692.97,16260.16,24
"367411",94215202,"California's Forgotten Children - Documentary","Documentary","Film & Video","USD",2014-11-18,15000,2014-10-16,18579,204,"US",18579,15000,18579,"1",15104.88,12195.12,33
"366221",935968724,"An Illustrated Guide to Income in the United States","Journalism","Journalism","USD",2011-05-01,6000,2011-03-01,14124.57,325,"US",14124.57,6000,14124.57,"1",11483.39,4878.05,61
"182950",1931377509,"Uncle Toby's - The Horror of Modern Relationships","Film & Video","Film & Video","USD",2016-11-26,12000,2016-10-27,1410,16,"US",1410,12000,1410,"0",1146.341,9756.1,30
"161141",1819698314,"DOGOLRAX Amnesia (for FREE on Android Systems)","Video Games","Games","EUR",2017-06-13,500,2017-06-06,1,1,"FR",1.12,558.35,1.12,"0",0.9105691,406.5,7
"243073",306115330,"Phoenix Drive's debut album, ""A Fool's Melody"" (Canceled)","Country & Folk","Music","USD",2012-07-15,18500,2012-06-15,900,23,"US",900,18500,900,"0",731.7073,15040.65,30
"55977",1284927231,"The Dalmatian Plantation","Children's Books","Publishing","USD",2013-12-28,10000,2013-11-13,21,2,"US",21,10000,21,"0",17.07317,8130.08,45
"8206",1041470327,"Fire Petal Books","Children's Books","Publishing","USD",2010-03-21,6000,2010-02-06,390,14,"US",390,6000,390,"0",317.0732,4878.05,43
"90849",1461613253,"XEOS 3D Printer (Suspended)","3D Printing","Technology","USD",2015-05-05,15500,2015-05-02,4681,43,"US",4681,15500,4681,"0",3805.691,12601.63,3
"219237",2116716279,"Swale","Public Art","Art","USD",2016-05-25,32000,2016-04-25,32523,333,"US",32523,32000,32523,"1",26441.46,26016.26,30
"69663",1354510463,"Taggers","Fiction","Publishing","USD",2012-07-19,12500,2012-06-19,886,12,"US",886,12500,886,"0",720.3252,10162.6,30
"110098",1559445667,"Luci's Let Down","Comics","Comics","USD",2011-07-25,2500,2011-06-05,2820,105,"US",2820,2500,2820,"1",2292.683,2032.52,50
"334201",772388752,"¡Hola, Morocha! A Black Woman’s Adventures in Buenos Aires","Nonfiction","Publishing","USD",2016-08-27,2376,2016-08-02,2762,44,"US",2762,2376,2762,"1",2245.528,1931.71,25
"167285",1850882169,"Cricket protein for food security in West Africa.","Farms","Food","CAD",2016-09-03,13200,2016-08-04,13203,68,"CA",10189.86,10187.54,10189.86,"1",8284.439,10731.71,30
"108844",1553225242,"Got an old computer?  Fill minds, not landfills! Pass IT On!","Hardware","Technology","USD",2013-05-02,45000,2013-03-31,14759,136,"US",14759,45000,14759,"0",11999.19,36585.37,32
"34438",1174644923,"THE RAH EFFECT X JUAN MUNIZ MURAL PROJECT -  LAS VEGAS","Painting","Art","USD",2015-06-29,20000,2015-05-30,265,2,"US",265,20000,265,"0",215.4472,16260.16,30
"255960",371599834,"No Mo Nausea Band","Product Design","Design","USD",2014-07-05,50000,2014-06-05,553,28,"US",553,50000,553,"0",449.5935,40650.41,30
"166809",1848466496,"Danaus - A Polymorphic Installation","Design","Design","USD",2011-04-27,1000,2011-03-28,1421,43,"US",1421,1000,1421,"1",1155.285,813.01,30
"20654",1104848895,"Look Who's President","Games","Games","USD",2013-08-31,7500,2013-07-08,76,4,"US",76,7500,76,"0",61.78862,6097.56,54
"191666",1975182617,"Smokin Joe Escriba's Legacy Album Project","Jazz","Music","USD",2015-09-09,5500,2015-08-10,1760,31,"US",1760,5500,1760,"0",1430.894,4471.54,30
"227280",225606238,"Little Snugs Hat Hair","Fashion","Fashion","USD",2013-06-06,5000,2013-05-10,760,9,"US",760,5000,760,"0",617.8862,4065.04,27
"314537",672025947,"Either Limits or Contradictions-A Photo Book in three parts","Photobooks","Photography","USD",2016-07-14,26500,2016-06-14,27189,183,"US",27189,26500,27189,"1",22104.88,21544.72,30
"86282",1438797752,"Wireless Power Miniature Terrain Tech Lights Laser & Motors","Tabletop Games","Games","USD",2014-12-03,150000,2014-10-19,34849.94,143,"US",34849.94,150000,34849.94,"0",28333.28,121951.2,45
"227302",225724149,"""The Candidate"" - a short 'political thriller'.","Narrative Film","Film & Video","GBP",2013-07-21,1500,2013-06-21,510,17,"GB",785.39,2309.97,785.39,"0",638.5285,1219.51,30
"208018",20600844,"Red, Pink, Black","Dance","Dance","USD",2013-09-14,5000,2013-08-25,6235,93,"US",6235,5000,6235,"1",5069.106,4065.04,20
"274643",467516336,"Everafter home and garden decor from salvaged materials","Mixed Media","Art","USD",2014-10-04,10000,2014-09-09,0,0,"US",0,10000,0,"0",0,8130.08,25
"297734",586034701,"Stilt-Walking Mandolin Player Records 1st CD","Country & Folk","Music","USD",2010-04-24,2000,2010-02-22,2531,36,"US",2531,2000,2531,"1",2057.724,1626.02,61
"356984",888584161,"SackPipes: New Tossing Game with Movable, Modular Targets!","Live Games","Games","USD",2017-04-02,2000,2017-03-01,655,5,"US",655,2000,655,"0",532.5203,1626.02,32
"285256",521205209,"Paradox 3D Printing (Canceled)","3D Printing","Technology","GBP",2014-09-20,5000,2014-08-21,16,2,"GB",26.09,8154.21,26.09,"0",21.21138,4065.04,30
"282313",506422845,"OH NUTS! Card Game","Playing Cards","Games","USD",2017-02-16,10000,2017-01-11,2609,71,"US",2609,10000,2609,"0",2121.138,8130.08,36
"264533",41549224,"Just Sweet","Food","Food","NOK",2017-04-20,1e+05,2017-03-21,10,2,"NO",1.16,11568.18,1.16,"0",0.9430894,81300.81,30
"370493",95770838,"A Grandson Never Forgets: My Amazing Grandpa Papa Lemon","Children's Books","Publishing","USD",2017-10-20,2500,2017-09-20,2505,29,"US",2505,2500,2505,"1",2036.585,2032.52,30
"9003",1045472649,"Your Treasure Box Look Book Production","Fashion","Fashion","USD",2013-12-20,1000,2013-12-05,0,0,"US",0,1000,0,"0",0,813.01,15
"124945",1634187676,"FINISH MY FILM I'm The Same","Narrative Film","Film & Video","USD",2015-10-29,28000,2015-09-29,28177.25,339,"US",28177.25,28000,28177.25,"1",22908.33,22764.23,30
"111257",156531828,"Sponsor Boldforce at #YesWeCode Hackathon in New Orleans","Software","Technology","USD",2014-07-01,5750,2014-06-23,5750,6,"US",5750,5750,5750,"0",4674.797,4674.8,8
"174038",1885013937,"Soul Tribute","Apps","Technology","AUD",2015-03-18,60000,2015-02-06,2160,6,"AU",1663.97,46221.4,1663.97,"0",1352.821,48780.49,40
"353738",871924987,"NOT YET DECIDED","Apparel","Fashion","EUR",2016-06-12,10000,2016-05-23,14427,475,"ES",16236.2,11254.04,16236.2,"1",13200.16,8130.08,20
"297075",582362402,"Objets de la Musique: exhibition and opening night concert","Art","Art","USD",2012-10-20,1800,2012-10-02,1935,27,"US",1935,1800,1935,"1",1573.171,1463.41,18
"264068",413019582,"Cyberunity","Mobile Games","Games","USD",2017-05-13,30000,2017-04-13,2,1,"US",2,30000,2,"0",1.626016,24390.24,30
"251789",350547141,"To the Women Who Want It All","Nonfiction","Publishing","USD",2014-06-15,2500,2014-05-01,755,26,"US",755,2500,755,"0",613.8211,2032.52,45
"90677",1460798660,"Pigment - A Game for 2-3 Renaissance Painters","Tabletop Games","Games","USD",2017-11-23,8000,2017-10-24,12328.88,482,"US",12328.88,8000,12328.88,"1",10023.48,6504.06,30
"9451",1047630837,"Chuck Norris: Invasion Heaven (Canceled)","Animation","Film & Video","USD",2015-05-15,23000,2015-04-15,3739,41,"US",3739,23000,3739,"0",3039.837,18699.19,30
"60050",130530359,"Grateful Dead Live Concerts Cover Art","Graphic Design","Design","USD",2017-09-09,5000,2017-08-01,313,9,"US",313,5000,313,"0",254.4715,4065.04,39
"29069",1147603732,"Los Parkinsons","Indie Rock","Music","CAD",2014-12-07,1565,2014-11-07,30,2,"CA",25.91,1351.47,25.91,"0",21.06504,1272.36,30
"277629",482562884,"#MOTV8, rocks the block with their DEBUT ALBUM ""1inaMillion""","Music","Music","USD",2013-06-15,31523,2013-05-01,117,3,"US",117,31523,117,"0",95.12195,25628.46,45
"361830",913669804,"EMPODERANDO A LOS ARTESANOS MAYAS. EMPOWERING THE MAYAN ARTI","Crafts","Crafts","MXN",2017-12-17,150000,2017-11-05,1500,1,"MX",76.88,7687.97,76.88,"0",62.50407,121951.2,42
"29308",1148943441,"""Free to Think"" Series: Educating the Information Generation","Nonfiction","Publishing","USD",2012-09-18,7400,2012-08-04,15,1,"US",15,7400,15,"0",12.19512,6016.26,45
"179316",1912230463,"The WyFi Show (Re-Evaluated)","Webseries","Film & Video","USD",2012-07-15,10000,2012-06-20,25,1,"US",25,10000,25,"0",20.3252,8130.08,25
"84905",1431747672,"'Coffee Eye' Photograph Limited Edition Art Print","Fine Art","Photography","GBP",2017-07-11,500,2017-06-11,0,0,"GB",0,648.7,0,"0",0,406.5,30
"235328",266436862,"Stain'd Magazine: the Masculinity Issue","Publishing","Publishing","USD",2017-06-10,8077,2017-05-13,8139,86,"US",8139,8077,8139,"1",6617.073,6566.67,28
"50458",1256968740,"Pocket Universes  - Customizable Infinity Cube Kits","Hardware","Technology","USD",2015-05-27,20000,2015-04-27,12691,131,"US",12691,20000,12691,"0",10317.89,16260.16,30
"221868",2130292540,"Drake's Ebru Adventure in Istanbul","Painting","Art","USD",2013-01-13,3500,2012-11-14,959,22,"US",959,3500,959,"0",779.6748,2845.53,60
"312816",663416664,"RedCoats Lounge","Webseries","Film & Video","USD",2015-07-25,10000,2015-05-27,13,1,"US",13,10000,13,"0",10.56911,8130.08,59
"34316",1174126005,"5th Annual CHESS & SCIENCE FESTIVAL & All-Girls Tournament","Tabletop Games","Games","USD",2017-12-01,1000,2017-11-06,1456,35,"US",1456,1000,1456,"1",1183.74,813.01,25
"219925",2120163172,"Ecomo: The World’s First Bottle That Tests & Filters Water","Technology","Technology","USD",2016-11-19,50000,2016-10-05,453107,1667,"US",453107,50000,453107,"1",368379.7,40650.41,45
"271346",450498741,"Fara: A New Action RPG","Video Games","Games","USD",2011-08-25,5000,2011-07-26,5930,96,"US",5930,5000,5930,"1",4821.138,4065.04,30
"257087",377296439,"Badass outdoor apparel & gear! An exclusive GGG line!","Product Design","Design","USD",2017-08-24,15000,2017-07-25,20077,259,"US",20077,15000,20077,"1",16322.76,12195.12,30
"356154",884104025,"The Paradox - A Premium Stainless Steel iPod Nano Watch Kit","Product Design","Design","USD",2011-06-03,15000,2011-04-19,17990,146,"US",17990,15000,17990,"1",14626.02,12195.12,45
"332970",766209806,"Akvavit Theatre presents NOTHING OF ME by Arne Lygre","Plays","Theater","USD",2016-03-03,2500,2016-02-17,2565,33,"US",2565,2500,2565,"1",2085.366,2032.52,15
"335463",778904740,"Willow park; an eco-friendly woodland project","Crafts","Crafts","GBP",2016-11-09,25000,2016-10-10,100,2,"GB",126.6,31648.77,126.6,"0",102.9268,20325.2,30
"132340",1671634155,"Rescue Cats Comic #1 - Cover B - Limited","Comic Books","Comics","USD",2017-04-10,15,2017-04-03,255,14,"US",255,15,255,"1",207.3171,12.2,7
"232387",251149543,"SensoriOne - Measuring the World Set in Motion","Hardware","Technology","USD",2015-05-23,1e+05,2015-04-23,1483,27,"US",1483,1e+05,1483,"0",1205.691,81300.81,30
"111436",1566305063,"Journey through Somerset, England Travel Guide Photo Book","Photography","Photography","USD",2014-02-09,20000,2013-12-11,1903,24,"US",1903,20000,1903,"0",1547.154,16260.16,60
"340557",804630526,"Memory/Place","Performances","Dance","USD",2016-11-06,6750,2016-10-07,6852,39,"US",6852,6750,6852,"1",5570.732,5487.8,30
"14497",1072949469,"Jimeez Razor 5 Blade Platinum Coated Edges last 3x Longer","Product Design","Design","USD",2016-02-18,12800,2016-01-19,50,2,"US",50,12800,50,"0",40.65041,10406.5,30
"76228",1388076616,"All in One Bridal Shop","DIY","Crafts","USD",2015-05-01,50000,2015-03-02,1,1,"US",1,50000,1,"0",0.8130081,40650.41,60
"306921",633112442,"Cannabis Colouring Book","Conceptual Art","Art","USD",2016-01-30,2500,2015-12-31,4.2,1,"US",4.2,2500,4.2,"0",3.414634,2032.52,30
"36928",1187304773,"Yelsa Album #1 (!!!!!)","Music","Music","USD",2014-11-01,1000,2014-09-05,1130,14,"US",1130,1000,1130,"1",918.6992,813.01,57
"111616",1567076092,"Life of C0ok1e","Documentary","Film & Video","CAD",2014-08-15,1000,2014-07-21,1.08,1,"CA",0.99,917.43,0.99,"0",0.804878,813.01,25
"226819",223060167,"The Misha Segal Trio - Songs For My Mother","Music","Music","USD",2016-12-07,15000,2016-11-03,3031,38,"US",3031,15000,3031,"0",2464.228,12195.12,34
"222062",2131361991,"Tanks Against Tanks","Video Games","Games","CAD",2014-09-01,1000,2014-08-01,766,12,"CA",704.17,919.29,704.17,"0",572.4959,813.01,31
"285782",523815116,"Choc-It-Up (Canceled)","Food","Food","USD",2014-08-18,3500,2014-07-29,50,1,"US",50,3500,50,"0",40.65041,2845.53,20
"69719",1354822117,"Reforniture","Woodworking","Crafts","MXN",2017-07-14,2e+05,2017-05-30,10,1,"MX",0.57,11335.94,0.57,"0",0.4634146,162601.6,45
"304889",622516517,"RunRite-It's not the sensors, it's what we do with them","Wearables","Technology","USD",2015-06-04,60000,2015-05-06,8943,34,"US",8943,60000,8943,"0",7270.732,48780.49,29
"258037",381893219,"LISTEN","Apparel","Fashion","USD",2016-09-24,6000,2016-08-25,0,0,"US",0,6000,0,"0",0,4878.05,30
"340393",803770688,"Miracle Monday","Shorts","Film & Video","USD",2013-09-06,10000,2013-08-07,5,1,"US",5,10000,5,"0",4.065041,8130.08,30
"245914",320610837,"Bicycle's Day of the Dead • USPC Playing Card Deck","Design","Design","CAD",2014-05-10,15000,2014-04-08,1888,79,"CA",1735.77,13790.57,1735.77,"0",1411.195,12195.12,32
"77707",1395302854,"Dicey Peaks","Tabletop Games","Games","USD",2017-04-22,15000,2017-03-23,24303,733,"US",24303,15000,24303,"1",19758.54,12195.12,30
"90966",146229187,"""This Film Will Change Your Life""","Documentary","Film & Video","USD",2009-11-17,2000,2009-08-19,360,7,"US",360,2000,360,"0",292.6829,1626.02,90
"354872",877823967,"Table banners by Tin Parade. FINAL BACKING CAMPAIGN!","Product Design","Design","USD",2012-01-05,5000,2011-12-23,5065,41,"US",5065,5000,5065,"1",4117.886,4065.04,13
"53587",1272682025,"Tang Math Home Pack - Addictively Fun Math Games","Playing Cards","Games","USD",2017-07-07,15000,2017-06-07,102684,1577,"US",102684,15000,102684,"1",83482.93,12195.12,30
"243630",309216587,"Lebanon - Engage the Syrian Crisis","Film & Video","Film & Video","USD",2016-08-05,500,2016-07-06,70,2,"US",70,500,70,"0",56.91057,406.5,30
"109276",155531991,"After Us - Silver","Webseries","Film & Video","USD",2017-07-08,10000,2017-06-08,3202,30,"US",3202,10000,3202,"0",2603.252,8130.08,30
"174211",1885843297,"Project AAC: Austrian-American Society Records","Academic","Publishing","USD",2017-12-14,400,2017-10-30,185,7,"US",185,400,185,"0",150.4065,325.2,45
"48578",1247628470,"Gwen and the Good Thing's Debut EP","Pop","Music","GBP",2015-10-11,1500,2015-09-11,2084,82,"GB",3218.33,2316.46,3218.33,"1",2616.528,1219.51,30
"243640",309258962,"Press my ep ""Be"" to Vinyl","Electronic Music","Music","USD",2013-12-12,1800,2013-11-12,507,16,"US",507,1800,507,"0",412.1951,1463.41,30
"150663",17655250,"Collision Course","Plays","Theater","GBP",2017-10-09,550,2017-09-03,550,11,"GB",729.99,729.99,729.99,"0",593.4878,447.15,36
"51898",1264131587,"Operation Rescue App - Europe","Apps","Technology","EUR",2017-05-31,10000,2017-05-01,10092,26,"DE",11320.25,11217.05,11320.25,"1",9203.455,8130.08,30
"185370",1943835614,"Live, Love, DANCE!","Dance","Dance","USD",2014-08-21,600,2014-08-06,738.1,20,"US",738.1,600,738.1,"1",600.0813,487.8,15
"227418",226307808,"Heart & Hand Podcast Live Show","Radio & Podcasts","Publishing","GBP",2013-08-09,500,2013-07-10,570,33,"GB",884.96,776.28,884.96,"1",719.4797,406.5,30
"292593",559044834,"StartMeUpLive - a Show for Millennial Entrepreneurs","Television","Film & Video","USD",2015-07-02,60000,2015-06-02,2065,14,"US",2065,60000,2065,"0",1678.862,48780.49,30
"60778",1308993391,"BrokenHeartedPackage","DIY","Crafts","USD",2015-03-05,500,2015-02-03,26,2,"US",26,500,26,"0",21.13821,406.5,30
"376964",991368220,"Gator, Gator, Second Grader (Classroom Pet…or Not?)","Children's Books","Publishing","USD",2014-05-09,24000,2014-03-10,4658,68,"US",4658,24000,4658,"0",3786.992,19512.2,60
"179420",1912765750,"The Prodigal Son","Nonfiction","Publishing","USD",2014-07-16,1749,2014-06-16,26,2,"US",26,1749,26,"0",21.13821,1421.95,30
"184655",1940268160,"Send Fear The Fate to Nashville!","Rock","Music","USD",2015-07-10,1500,2015-06-09,1500,20,"US",1500,1500,1500,"0",1219.512,1219.51,31
"278480",486780962,"Turttle Syndrome","Poetry","Publishing","USD",2014-02-06,5000,2014-01-12,0,0,"US",0,5000,0,"0",0,4065.04,25
"368083",945300492,"Wise Whistles","Fashion","Fashion","USD",2016-11-09,3000,2016-10-10,1,1,"US",1,3000,1,"0",0.8130081,2439.02,30
"89177",1453203133,"Flight Simulator Interface to Real Avionics Instruments","Hardware","Technology","USD",2013-01-18,5500,2012-12-19,5510,25,"US",5510,5500,5510,"1",4479.675,4471.54,30
"266534",425990172,"LET'S PLAY! Minnesota Fringe or Bust","Theater","Theater","USD",2014-03-28,350,2014-03-10,360,19,"US",360,350,360,"1",292.6829,284.55,18
"252541",354492620,"NovusPoolGame","Tabletop Games","Games","GBP",2016-08-12,6000,2016-07-13,1,1,"GB",1.3,7780.08,1.3,"0",1.056911,4878.05,30
"77493",1394170247,"FINAL EMPIRE - the Complete Arena Mode Book Series","Fiction","Publishing","USD",2014-11-17,15000,2014-10-18,45456,693,"US",45456,15000,45456,"1",36956.1,12195.12,30
"88836",1451523168,"A Little Taste of Faith Bakery","Food","Food","USD",2016-01-12,4000,2015-12-13,115,3,"US",115,4000,115,"0",93.49593,3252.03,30
"256168",372684698,"The Art of Doodle","Illustration","Art","USD",2015-08-21,20000,2015-07-22,0,0,"US",0,20000,0,"0",0,16260.16,30
"60286",1306389253,"Journey to Success: Summer School 2014 Documentary","Documentary","Film & Video","USD",2014-07-08,25000,2014-06-11,141,8,"US",141,25000,141,"0",114.6341,20325.2,27
"164769",1838502560,"Solid State Attitude and Heading Reference System","Technology","Technology","USD",2014-06-29,5000,2014-05-30,6012,37,"US",6012,5000,6012,"1",4887.805,4065.04,30
"168655",185798112,"Indie Graphics Builder #2 (Create Sprites for Your Game)","Video Games","Games","USD",2014-04-18,15000,2014-03-13,15269,138,"US",15269,15000,15269,"1",12413.82,12195.12,36
"215092",2095884264,"The Lighthouse and The Whaler Makes A New Record","Indie Rock","Music","USD",2011-05-13,10000,2011-04-13,10297,187,"US",10297,10000,10297,"1",8371.545,8130.08,30
"261854",401901699,"Chef 2 - Ma Name a Chef","Film & Video","Film & Video","GBP",2016-05-03,1500000,2016-03-04,0,0,"GB",0,2173818.53,0,"0",0,1219512,60
"211992",2080551794,"Vasty Wilds","Tabletop Games","Games","USD",2016-02-14,15000,2016-01-15,4602,119,"US",4602,15000,4602,"0",3741.463,12195.12,30
"357081",889050991,"Darkwoulfe's Tokens - Prisoners of the Drow and More!","Games","Games","USD",2016-10-01,500,2016-08-29,536,8,"US",536,500,536,"1",435.7724,406.5,33
"151257",1768595636,"Join an Exclusive Club - Beach/boat fishing with style","Product Design","Design","AUD",2014-05-02,50000,2014-04-02,615,20,"AU",569.44,46296.3,569.44,"0",462.9593,40650.41,30
"228693",232531920,"Dragon Lotus Burning Art","Sculpture","Art","USD",2012-03-02,1000,2012-02-01,2065,47,"US",2065,1000,2065,"1",1678.862,813.01,30
"352678",866793118,"""Roll' In"" Das 50er Jahre Diner auf Rollschuhen","Restaurants","Food","EUR",2016-06-15,60000,2016-04-16,0,0,"DE",0,67524.22,0,"0",0,48780.49,60
"150915",17668500,"PasEqual: New fashion brand, will create unique pieces.","Apparel","Fashion","EUR",2017-03-20,20000,2017-02-13,195,1,"IT",210.7,21609.94,210.7,"0",171.3008,16260.16,35
"41650",121200858,"ROBERT (The Office Drone)","Shorts","Film & Video","USD",2013-01-21,80,2013-01-11,135,6,"US",135,80,135,"1",109.7561,65.04,10
"77319",1393339207,"Manaster Pepper, Say No To GMO","Food","Food","USD",2015-06-25,15356,2015-05-11,0,0,"US",0,15356,0,"0",0,12484.55,45
"109142",1554704247,"The Seventh Commandment - Short Film","Thrillers","Film & Video","USD",2017-06-06,1000,2017-05-16,1155,23,"US",1155,1000,1155,"1",939.0244,813.01,21
"247847",33062908,"DrawAndRace5","Video Games","Games","GBP",2015-12-01,500,2015-10-02,599,23,"GB",906.86,756.98,906.86,"1",737.2846,406.5,60
"60801",1309114572,"Beckie's Bound Books - Photo Albums","Stationery","Crafts","GBP",2015-04-04,60,2015-03-05,174,8,"GB",253.89,87.55,253.89,"1",206.4146,48.78,30
"327518",738006582,"Concave Cut Gems - A New Line by Flawless Facets","Art","Art","USD",2012-04-26,6500,2012-03-27,1201,10,"US",1201,6500,1201,"0",976.4228,5284.55,30
"269068",439177809,"Stripes Clothing | Made in prison, inspired by freedom","Apparel","Fashion","EUR",2015-06-12,20000,2015-05-11,23112,325,"NL",25931.54,22439.89,25931.54,"1",21082.55,16260.16,32
"277936",484159187,"""Collective Efforts"" A Film About Pacific NW Mountain Biking","Film & Video","Film & Video","USD",2013-04-23,12000,2013-03-20,3753,52,"US",3753,12000,3753,"0",3051.22,9756.1,34
"297941",587222829,"Living Ruins","Public Art","Art","CAD",2015-04-22,45000,2015-03-23,6767,36,"CA",5583.79,37131.78,5583.79,"0",4539.667,36585.37,30
"311199",655207102,"Patient 13","Documentary","Film & Video","USD",2011-12-02,30000,2011-11-02,32301,221,"US",32301,30000,32301,"1",26260.98,24390.24,30
"62983",1320238280,"MUSIC for the EYES! Susan Layton to film MORE MUSIC in ASL!!","Music","Music","USD",2014-05-05,25000,2014-03-21,661,25,"US",661,25000,661,"0",537.3984,20325.2,45
"148880",175670743,"FToM * color tees, new stickers and collaborative videos ?","Film & Video","Film & Video","USD",2010-11-18,300,2010-11-04,300,11,"US",300,300,300,"0",243.9024,243.9,14
"228225",230372764,"Davidson School of Arts & Crafts","Mixed Media","Art","USD",2015-08-19,550000,2015-07-01,391,10,"US",391,550000,391,"0",317.8862,447154.5,49
"96446",1490047371,"instafocus","Technology","Technology","USD",2013-02-04,45000,2013-01-10,10169.11,241,"US",10169.11,45000,10169.11,"0",8267.569,36585.37,25
"228494",231535133,"Deaumar Ensign - Redefining what to expect from a $195 watch","Product Design","Design","GBP",2016-03-25,54949,2016-02-24,24348,115,"GB",34841.09,78630,34841.09,"0",28326.09,44673.98,30
"323073",715476957,"FAME!$H Jewelry Battle/Triumph Collection","Fashion","Fashion","USD",2012-11-17,3000,2012-11-07,11,2,"US",11,3000,11,"0",8.943089,2439.02,10
"299449",595029111,"Wall Mounted Board Racks, Color Series (Canceled)","Product Design","Design","USD",2013-07-28,2000,2013-06-28,671,14,"US",671,2000,671,"0",545.5285,1626.02,30
"168999",1859643362,"The Cool Baby","Product Design","Design","USD",2015-02-28,70000,2015-01-29,19526,348,"US",19526,70000,19526,"0",15874.8,56910.57,30
"122552",1622411036,"Ballerinas on the Vanishing Western Landscape Calendar","Photography","Photography","USD",2015-08-21,2500,2015-07-22,2500,34,"US",2500,2500,2500,"0",2032.52,2032.52,30
"289993",545477749,"It's Different Every Day 2016 Calendar","Calendars","Publishing","USD",2015-07-31,7000,2015-07-06,29693.55,783,"US",29693.55,7000,29693.55,"1",24141.1,5691.06,25
"341218",808037978,"Franska Filmfestivalen 2015!","Festivals","Film & Video","SEK",2015-04-12,20000,2015-03-18,20700,44,"SE",2409.02,2327.56,2409.02,"1",1958.553,16260.16,25
"371871",964899017,"SYNTHBOY+","Product Design","Design","USD",2012-07-23,7500,2012-06-18,8545.2,36,"US",8545.2,7500,8545.2,"1",6947.317,6097.56,35
"78741",1400669222,"Ruggie™ - The World's Best Alarm Clock","Product Design","Design","CAD",2016-03-03,50000,2016-01-03,461679,3349,"CA",344125.67,37268.93,344125.67,"1",279777,40650.41,60
"243936",310648074,"Digitize the Afro American Newspaper Using Open Source Robot","Hardware","Technology","USD",2012-04-09,1000,2012-03-10,3007.11,69,"US",3007.11,1000,3007.11,"1",2444.805,813.01,30
"29256",1148633738,"Hand Dyed Wool Yarns and Handmade Knit Christmas Stockings.","Product Design","Design","USD",2012-11-11,2700,2012-10-12,341,5,"US",341,2700,341,"0",277.2358,2195.12,30
"348703",846549919,"BREW-52 (Canceled)","Food","Food","USD",2015-05-16,750,2015-04-16,0,0,"US",0,750,0,"0",0,609.76,30
"50154",1255483768,"BUG LOVE","Art Books","Publishing","USD",2014-08-19,10000,2014-06-20,0,0,"US",0,10000,0,"0",0,8130.08,60
"127780",1648608428,"Natural Rejection","Fashion","Fashion","USD",2013-10-10,3500,2013-09-10,3510,57,"US",3510,3500,3510,"1",2853.659,2845.53,30
"33392",1169564126,"Work in Progress","Places","Photography","GBP",2016-01-18,250,2015-11-19,485.5,34,"GB",695.38,358.07,695.38,"1",565.3496,203.25,60
"63290",1321935616,"Checkertail Cafe","Restaurants","Food","USD",2017-05-18,50000,2017-04-18,5,1,"US",5,50000,5,"0",4.065041,40650.41,30
"48160",1245536280,"WePushNow","Apps","Technology","CAD",2015-04-06,1e+05,2015-02-05,50,1,"CA",39.48,78963.99,39.48,"0",32.09756,81300.81,60
"304019",617879415,"Luther Monday CD Drop","Indie Rock","Music","USD",2012-07-31,1500,2012-07-03,1744,53,"US",1744,1500,1744,"1",1417.886,1219.51,28
"66602",1338757673,"I, Apparatus' debut full length: ""Ebola and the Botanist"" ","Music","Music","USD",2011-04-01,500,2011-02-24,845,13,"US",845,500,845,"1",686.9919,406.5,36
"9110",1046022501,"IceCu - A Drink Chiller That Works (Canceled)","Product Design","Design","USD",2016-06-09,10000,2016-05-10,1089,25,"US",1089,10000,1089,"0",885.3659,8130.08,30
"321884",709153300,"The Conlan Proposal","Romance","Film & Video","USD",2015-09-06,900,2015-07-28,910,13,"US",910,900,910,"1",739.8374,731.71,40
"33312",1169192944,"The Robot EP by Ben Martin, Jonathan Reuel","Music","Music","USD",2015-11-06,2800,2015-10-15,2909,0,"US",2909,2800,2909,"1",2365.041,2276.42,22
"144700",1735149826,"Requiem 423","Shorts","Film & Video","USD",2011-11-30,3000,2011-10-02,3120,10,"US",3120,3000,3120,"1",2536.585,2439.02,59
"363836",923715571,"Launch the HEY WTF Records Clothing Line!","Fashion","Fashion","USD",2013-05-01,300,2013-04-01,1065,34,"US",1065,300,1065,"1",865.8537,243.9,30
"90422",1459416572,"America Has Spoken","Apparel","Fashion","USD",2015-11-25,1300,2015-10-21,130,3,"US",130,1300,130,"0",105.6911,1056.91,35
"72625",1369674215,"DJCAD Textile Design - New Designers","Design","Design","GBP",2017-04-18,2700,2017-03-19,3107.5,91,"GB",3970.84,3450.13,3970.84,"1",3228.325,2195.12,30
"265591",42108967,"Sankakkei – 3D fractal puzzle based on sacred geometry","Product Design","Design","EUR",2015-06-18,6000,2015-04-19,6055,112,"NL",6841.58,6779.43,6841.58,"1",5562.26,4878.05,60
